User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:56:13Z,config.amazonaws.com,DescribeConfigurationRecorderStatus,us-east-1,178.2.173.155,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.984 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,[],32b9d7d2-d950-4681-bc34-06556885f0be,518981a6-5e81-4042-9704-de3b3a2fc4a4,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:56:13Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,178.2.173.155,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.984 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,[],570bff37-64f7-4284-8c87-be4ba4860376,c789a592-443f-441e-a73e-16ad11203076,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:54:47Z,config.amazonaws.com,DescribeConfigurationRecorderStatus,us-east-1,178.2.173.155,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.984 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,[],06598137-f3c8-4634-a0a0-9852db641864,11c8ab3e-ef14-46eb-abdb-beb9c094a041,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:54:47Z,config.amazonaws.com,DescribeConfigurationRecorders,us-east-1,178.2.173.155,"AWSCloudTrail, aws-internal/3 aws-sdk-java/1.11.984 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation cfg/retry-mode/legacy",,[],18eab0a7-4cb3-490f-b372-3b9a47ee0e48,a310aac6-7b62-432c-b173-a8ee697d048f,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6BI3YZXHD,2021-04-04T15:53:24Z,s3.amazonaws.com,GetBucketAcl,us-east-1,178.2.173.155,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.970 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,[],WWSGQRS8MW1GJ90N,6849a28f-f3a2-40a6-99df-ee9b04f8d2ad,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6BI3YZXHD,2021-04-04T15:53:24Z,s3.amazonaws.com,GetBucketPublicAccessBlock,us-east-1,178.2.173.155,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.970 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",NoSuchPublicAccessBlockConfiguration,[],WWSW9NFNRCWKS84A,7f643fd1-3cfc-4e3b-9808-7101eecc933e,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6BI3YZXHD,2021-04-04T15:53:24Z,s3.amazonaws.com,GetAccountPublicAccessBlock,us-east-1,178.2.173.155,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.970 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",NoSuchPublicAccessBlockConfiguration,[],WWSRFXKDG7K7FKTY,848eff04-c23f-477a-bcb6-cb26fe7944a5,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6BI3YZXHD,2021-04-04T15:53:24Z,s3.amazonaws.com,ListAccessPoints,us-east-1,178.2.173.155,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.970 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,[],WWSPZ6HA6F4NB1TR,896eb330-37a6-4e8d-bd80-08edb2fb1d29,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6BI3YZXHD,2021-04-04T15:53:24Z,s3.amazonaws.com,GetBucketPolicyStatus,us-east-1,178.2.173.155,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.970 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",NoSuchBucketPolicy,[],WWSH4TPT7YX50S81,a56dafc9-a692-4f62-a2e8-de57403d7c5d,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6BI3YZXHD,2021-04-04T15:53:24Z,s3.amazonaws.com,GetBucketPublicAccessBlock,us-east-1,178.2.173.155,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.970 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,[],WWSRPFB14ZF6XYGS,c1194735-2d6e-4b98-8bb4-c60e3d4575c6,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6BI3YZXHD,2021-04-04T15:53:22Z,s3.amazonaws.com,ListBuckets,us-east-1,178.2.173.155,"[S3Console/0.4, aws-internal/3 aws-sdk-java/1.11.970 Linux/4.9.230-0.1.ac.224.84.332.metal1.x86_64 OpenJDK_64-Bit_Server_VM/25.282-b08 java/1.8.0_282 vendor/Oracle_Corporation]",,[],G2KVDV505ZMX3XSP,1de5c7d4-0bda-4eb6-b0e2-4e0c2ad3afcf,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:05Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,178.2.173.155,console.amazonaws.com,,[],3c300651-0d6e-4247-a6ab-63b698ea7400,063b7552-c5da-452c-adf8-e6be70c4f2fc,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:05Z,cloudtrail.amazonaws.com,GetTrailStatus,us-east-1,178.2.173.155,console.amazonaws.com,,[],1ee1b281-374c-428d-92dd-3100d5fcd347,0e16b0bc-8112-43f6-bc4d-02501450cda3,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:05Z,cloudtrail.amazonaws.com,DescribeTrails,us-east-1,178.2.173.155,console.amazonaws.com,,[],ee3db8a1-8a13-44d6-b804-85e844dc9a3e,4f044a9c-6bdf-4d04-9c69-02058df72682,true,AwsApiCall,910340444796,Management
user1362898=fd96282e-7d65-11ea-be79-8b5fa467595a,ASIA5H5EE2J6DWV6JDHK,2021-04-04T15:53:05Z,cloudtrail.amazonaws.com,StartLogging,us-east-1,178.2.173.155,console.amazonaws.com,,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",78d15393-c5ba-4964-969e-5ac3b87fb621,c8224720-58c9-4666-947e-a53d6bbc6bbc,false,AwsApiCall,910340444796,Management
,,2021-04-04T15:53:05Z,s3.amazonaws.com,GetBucketAcl,us-east-1,cloudtrail.amazonaws.com,cloudtrail.amazonaws.com,,[],NPYP03D4Z79S8T4G,da993bed-be89-4588-96f5-a8d004420b61,true,AwsApiCall,910340444796,Management
